name	term	lev	seq	value
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster89747	-0.362580943960405
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster13700	-0.291395470058662
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster287233	0.562603633196388
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster12882	0.103581868956904
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster314473	0.379254829745407
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster28976	0.19300650213716
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster18213	0.137354670167534
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster15454	-0.362591120631773
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster15288	0.443354638686952
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster26277	0.42970334345139
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster4491	0.321101797401394
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster217179	0.308235545859489
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster3469	-0.226955897363735
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster1950	-0.232679456138738
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster22610	0.342434257975268
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster21072	0.0783183229361096
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster10620	0.104815067148204
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster8208	-0.25685989967289
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster1661	-0.321351848136176
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster44106	0.20058491283991
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35392	-0.00452937960650063
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster655	-0.401790820287105
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster13248	-0.290974077931954
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster15565	0.475175524224804
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster58167	-0.475682629854152
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster6848	0.115769242883942
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster392348	-0.38739752257339
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35020	-0.137858005969188
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster42425	0.267293646803516
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster26606	0.184715898394121
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster15256	-0.130749377739888
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster19186	0.0212676275663646
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster36427	0.223649440521168
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster65590	-0.58342840993684
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster240848	-0.192583350134529
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster27639	-0.116360744216396
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster9186	-0.147799245707835
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster19957	-0.636780284937794
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster2126	0.115762549742249
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster10878	-0.21532917922353
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster12243	0.0640682570018065
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster50624	-0.639289105993316
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster3971	-0.230451994881925
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster4337	-0.2722752597064
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster8951	0.0278228831498602
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster31698	0.255369084620414
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35332	0.168423700230773
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster23265	0.145820495163702
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35370	-0.224406122258676
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster109477	-0.218167715586209
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster2670	0.222674926385484
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster6676	-0.477448447125926
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster13245	-0.300186435415056
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster48546	-0.319147939363376
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster1200	-0.169972693974833
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster165833	-0.70392334373415
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35900	0.305585906126296
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster10144	-0.399491332852566
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster45998	-0.404117155588593
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster5815	0.0743202796269303
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster625	-0.200602059771216
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster10979	-0.450710603016022
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster7856	0.3335559538336
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster17356	0.113743065864001
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster35878	0.0681202104455752
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster17476	-0.165975989412366
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster90244	-0.571745254924786
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster255818	0.24815768476137
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster29838	-0.249094523413356
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster40973	-0.00958785019173504
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster20554	-0.304283295500671
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster76724	0.138856349783747
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster48760	-0.438173519339114
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster9853	0.290591827158942
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster101511	0.221821732408428
"response to biotic stimulus"	GO:0051707;GO:0043207;GO:0009607	3	Cluster34189	0.0945503239281538
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster9392	0.295131256778335
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster7313	-0.315560577093926
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster23503	0.611000101008378
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster10060	-0.00383073400771168
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster14301	-0.511009367102521
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster217100	0.48333595889114
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster8216	-0.277494364297416
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster14174	0.438249963240428
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster14709	-0.272573835570336
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster19189	-0.0801321219226824
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster12910	-0.448972688912189
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster865	-0.606138006958204
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster26161	-0.0832388754965814
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster27167	0.142236749641143
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster75423	0.859758097751576
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster7027	0.00567299029599664
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster4146	-0.162300456276133
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster7554	0.350018385314299
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster1018	-0.644576245418016
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster10730	-0.60953389053788
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster35942	-0.547199807715429
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster109980	-0.453388239728399
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster11532	-0.297167877920646
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster38715	-0.442072139951876
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster1720	-0.0827503950716485
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster24999	-0.369193406337881
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster11046	-0.30595048769352
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster8208	-0.25685989967289
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster4036	-0.325714505675146
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster22117	0.795932878691246
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster21930	0.524894073963568
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster12766	0.0888232335347734
"regulation of mRNA processing"	GO:0050684;GO:0043484	3	Cluster15764	0.245785012018659
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster89747	-0.362580943960405
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster13700	-0.291395470058662
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster37704	0.0865883711265998
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster15716	-0.35777323601947
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster14581	0.310396513008612
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster65516	-0.0334304274527588
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster23503	0.611000101008378
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster3469	-0.226955897363735
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster17122	-0.169279937223987
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster115938	-0.147803301097388
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster16710	0.351501972963282
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster8926	-0.522500512791757
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster26720	-0.616737973404448
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster3297	-0.241994176042393
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster11727	-0.0863152435084667
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster141092	0.0916526740242671
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster19189	-0.0801321219226824
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster29215	-0.310319393803303
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster23203	-0.185464355524199
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster76575	-0.406019066345276
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster26606	0.184715898394121
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster24400	-0.393989452264946
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster19890	0.099991109555466
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster865	-0.606138006958204
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster9389	0.025528715240893
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster25291	-0.131790171237469
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster296709	0.221430829836246
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster32833	-0.17430362204548
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster954	-0.18389372622784
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster476	-0.209882330508435
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster25817	0.198568517582653
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster233663	0.449351089886715
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster23156	-0.470715494811818
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster11090	0.28702708539117
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster19458	0.236868655004772
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster21340	0.559553384473934
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster21201	-0.42948074680301
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster59868	0.201924670315388
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster14597	-0.373915725590619
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster10730	-0.60953389053788
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster12105	-0.497428614205382
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster29574	0.0395060225432859
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster8760	-0.156154222752149
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster14987	-0.435100330734813
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster14708	-0.0535595754274108
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster12793	0.304275295920861
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster11532	-0.297167877920646
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster11101	0.161901864550752
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster48546	-0.319147939363376
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster85629	-0.274733898935058
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster17202	-0.0763431761100335
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster41759	0.170244982736506
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster11687	-0.186208098606367
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster45998	-0.404117155588593
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster665	0.233127546016065
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster16594	0.223841675435108
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster10529	-0.632727725662447
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster142085	-0.0185901035966292
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster4312	-0.242829310275501
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster16319	0.66749565290343
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster20103	0.0315068422099185
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster22077	-0.229146736726585
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster21519	-0.0800077040136497
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster3491	-0.534167441665268
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster8542	0.430954867065073
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster49759	-0.258681834671662
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster24090	-0.110538799577763
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster26842	-0.381368695088665
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster2371	-0.415127494470188
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster26095	0.367567799134477
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster150	-0.0403870577969368
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster12722	0.57440170229421
"negative regulation of protein metabolic process"	GO:0032269;GO:0051248	2	Cluster23576	-0.037611281776194
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster15716	-0.35777323601947
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster9392	0.295131256778335
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster42714	-0.385842596868582
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster12722	0.57440170229421
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster16710	0.351501972963282
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster48806	-0.756993415338226
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster10326	-0.402943039936104
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster80800	0.133864791244622
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster27735	0.299453401911193
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster48554	-0.714800305079954
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster4900	0.387910102450886
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster25817	0.198568517582653
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster5518	0.000914116817227938
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster21201	-0.42948074680301
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster10730	-0.60953389053788
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster11532	-0.297167877920646
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster17202	-0.0763431761100335
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster41759	0.170244982736506
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster123591	0.18654947258767
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster45998	-0.404117155588593
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster7602	0.46450852077005
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster20251	0.123468970086984
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster101741	-0.301622014434678
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster25727	0.270242310088169
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster49759	-0.258681834671662
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster454586	-0.788653840816331
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster22007	0.333209133222467
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster16387	-0.158002300796341
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster10231	-0.410733261763161
"positive regulation of catabolic process"	GO:0031331;GO:0009896	3	Cluster6980	0.26842108812168
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster13700	-0.291395470058662
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster7701	-0.56160701980279
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster40628	-0.49966726627981
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster10737	0.0525470592409266
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster37704	0.0865883711265998
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster49786	0.233664860456956
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster7456	-0.276975959122695
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster20252	-0.365277362580066
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster416	-0.326641862144299
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster150	-0.0403870577969368
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster14130	-0.0826392564820539
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster3503	-0.255821366451652
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster7678	-0.725378156317779
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster41241	0.0111298241473942
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster46259	0.360377013420363
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster29215	-0.310319393803303
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster16999	-0.246051745741675
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster46962	0.537258435883905
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster14735	-0.295395387860759
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster49087	-0.0699902500011361
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster6405	0.384973913291446
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster52149	-0.270670459200752
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster19168	-0.354474135365535
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster233663	0.449351089886715
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster22303	-0.0338305910437483
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster74346	-0.484901400337779
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster36781	-0.0588224575596727
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster3971	-0.230451994881925
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster2273	0.42048691871712
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster4337	-0.2722752597064
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster139455	0.520324234128231
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster11159	0.17779777501297
"negative regulation of cell death"	GO:0043066;GO:0043069;GO:0060548	4	Cluster16387	-0.158002300796341
